x-axis,1,2,3
second,Volt,Volt,Volt
-9.14000E-03,+891.24990E-03,+875.00000E-03,+937.50000E-03
-9.12000E-03,+891.24990E-03,+937.50000E-03,+937.50000E-03
-9.10000E-03,+891.24990E-03,+875.00000E-03,+875.00000E-03
-9.08000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-9.06000E-03,+828.74990E-03,+937.50000E-03,+812.50000E-03
-9.04000E-03,+891.24990E-03,+937.50000E-03,+937.50000E-03
-9.02000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-9.00000E-03,+953.74990E-03,+875.00000E-03,+875.00000E-03
-8.98000E-03,+891.24990E-03,+1.00000000E+00,+812.50000E-03
-8.96000E-03,+953.74990E-03,+875.00000E-03,+875.00000E-03
-8.94000E-03,+891.24990E-03,+875.00000E-03,+812.50000E-03
-8.92000E-03,+953.74990E-03,+937.50000E-03,+875.00000E-03
-8.90000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-8.88000E-03,+891.24990E-03,+875.00000E-03,+812.50000E-03
-8.86000E-03,+953.74990E-03,+937.50000E-03,+812.50000E-03
-8.84000E-03,+953.74990E-03,+875.00000E-03,+812.50000E-03
-8.82000E-03,+953.74990E-03,+875.00000E-03,+812.50000E-03
-8.80000E-03,+891.24990E-03,+875.00000E-03,+812.50000E-03
-8.78000E-03,+891.24990E-03,+875.00000E-03,+750.00000E-03
-8.76000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
-8.74000E-03,+828.74990E-03,+937.50000E-03,+750.00000E-03
-8.72000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
-8.70000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
-8.68000E-03,+953.74990E-03,+875.00000E-03,+750.00000E-03
-8.66000E-03,+953.74990E-03,+937.50000E-03,+812.50000E-03
-8.64000E-03,+953.74990E-03,+875.00000E-03,+750.00000E-03
-8.62000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
-8.60000E-03,+953.74990E-03,+875.00000E-03,+812.50000E-03
-8.58000E-03,+953.74990E-03,+937.50000E-03,+750.00000E-03
-8.56000E-03,+953.74990E-03,+937.50000E-03,+812.50000E-03
-8.54000E-03,+891.24990E-03,+1.00000000E+00,+812.50000E-03
-8.52000E-03,+953.74990E-03,+937.50000E-03,+750.00000E-03
-8.50000E-03,+953.74990E-03,+937.50000E-03,+750.00000E-03
-8.48000E-03,+891.24990E-03,+937.50000E-03,+750.00000E-03
-8.46000E-03,+953.74990E-03,+937.50000E-03,+812.50000E-03
-8.44000E-03,+953.74990E-03,+1.00000000E+00,+812.50000E-03
-8.42000E-03,+891.24990E-03,+1.00000000E+00,+875.00000E-03
-8.40000E-03,+891.24990E-03,+937.50000E-03,+750.00000E-03
-8.38000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
-8.36000E-03,+891.24990E-03,+875.00000E-03,+812.50000E-03
-8.34000E-03,+891.24990E-03,+1.00000000E+00,+812.50000E-03
-8.32000E-03,+953.74990E-03,+937.50000E-03,+750.00000E-03
-8.30000E-03,+953.74990E-03,+937.50000E-03,+750.00000E-03
-8.28000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
-8.26000E-03,+953.74990E-03,+875.00000E-03,+812.50000E-03
-8.24000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
-8.22000E-03,+953.74990E-03,+875.00000E-03,+750.00000E-03
-8.20000E-03,+953.74990E-03,+937.50000E-03,+812.50000E-03
-8.18000E-03,+953.74990E-03,+937.50000E-03,+750.00000E-03
-8.16000E-03,+953.74990E-03,+937.50000E-03,+812.50000E-03
-8.14000E-03,+891.24990E-03,+875.00000E-03,+875.00000E-03
-8.12000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
-8.10000E-03,+953.74990E-03,+875.00000E-03,+812.50000E-03
-8.08000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
-8.06000E-03,+891.24990E-03,+875.00000E-03,+812.50000E-03
-8.04000E-03,+891.24990E-03,+1.00000000E+00,+812.50000E-03
-8.02000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-8.00000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
-7.98000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-7.96000E-03,+1.01624990E+00,+1.00000000E+00,+875.00000E-03
-7.94000E-03,+891.24990E-03,+1.00000000E+00,+875.00000E-03
-7.92000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-7.90000E-03,+891.24990E-03,+875.00000E-03,+812.50000E-03
-7.88000E-03,+953.74990E-03,+875.00000E-03,+875.00000E-03
-7.86000E-03,+953.74990E-03,+875.00000E-03,+875.00000E-03
-7.84000E-03,+953.74990E-03,+937.50000E-03,+875.00000E-03
-7.82000E-03,+953.74990E-03,+937.50000E-03,+875.00000E-03
-7.80000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
-7.78000E-03,+891.24990E-03,+1.00000000E+00,+937.50000E-03
-7.76000E-03,+953.74990E-03,+937.50000E-03,+812.50000E-03
-7.74000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-7.72000E-03,+891.24990E-03,+875.00000E-03,+812.50000E-03
-7.70000E-03,+953.74990E-03,+937.50000E-03,+875.00000E-03
-7.68000E-03,+953.74990E-03,+937.50000E-03,+875.00000E-03
-7.66000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-7.64000E-03,+891.24990E-03,+937.50000E-03,+937.50000E-03
-7.62000E-03,+891.24990E-03,+1.00000000E+00,+937.50000E-03
